Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,futures_price
SBIN,17-Aug-17,31-Aug-17,PE,315,32.3,32.3,32.3,32.3,32.3,32.3,1,10.42,0.97,285000,-3000,281.8
SBIN,17-Aug-17,31-Aug-17,PE,320,37.65,37.65,37.65,37.65,37.65,37.65,1,10.73,1.13,186000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,325,0,0,0,45.2,45.2,43.6,0,0,0,12000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,330,0,0,0,51.85,51.85,48.5,0,0,0,78000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,335,0,0,0,28.1,28.1,53.45,0,0,0,30000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,340,56.5,56.75,56.5,56.75,56.75,56.75,2,23.8,3.4,45000,6000,281.8
SBIN,17-Aug-17,31-Aug-17,PE,345,0,0,0,41,41,63.35,0,0,0,12000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,350,0,0,0,69,69,68.35,0,0,0,45000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,355,0,0,0,63.05,0,73.3,0,0,0,0,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,360,0,0,0,54.9,54.9,78.3,0,0,0,240000,0,281.8
SBIN,17-Aug-17,31-Aug-17,PE,195,0,0,0,0.15,0,0,0,0,0,0,0,281.8
SBIN,18-Aug-17,31-Aug-17,CE,190,0,0,0,106,106,89.15,0,0,0,3000,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,365,0,0,0,0.05,0.05,0,0,0,0,165000,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,200,0,0,0,96.9,96.9,79.15,0,0,0,9000,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,205,0,0,0,89,0,74.2,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,210,0,0,0,92,92,69.2,0,0,0,3000,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,215,0,0,0,79.5,0,64.2,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,220,0,0,0,74.85,0,59.2,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,225,0,0,0,70.25,0,54.2,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,230,47.05,49.6,46.05,49.05,49.6,49.05,28,233.37,40.17,72000,54000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,235,0,0,0,61.35,0,44.3,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,240,0,0,0,57.1,0,39.35,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,245,0,0,0,52.9,0,34.45,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,250,28,28,28,28,28,28,1,8.34,0.84,36000,-3000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,255,0,0,0,45.05,0,25.05,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,260,18.6,19.45,18.6,19.45,19.45,19.45,2,16.74,1.14,24000,3000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,265,0,0,0,21.35,21.35,16.7,0,0,0,3000,0,279.4
SBIN,18-Aug-17,31-Aug-17,CE,270,10,12.5,10,11.45,11.2,11.45,143,1205.63,47.33,321000,12000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,275,8.1,8.4,6.75,7.85,7.6,7.85,232,1966.69,52.69,498000,27000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,280,5.25,5.6,4.25,5.15,4.9,5.15,2531,21641.66,381.26,3075000,375000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,285,3.05,3.6,2.7,3.25,3.1,3.25,1770,15305.13,171.63,2667000,162000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,290,2.15,2.35,1.65,2.1,1.95,2.1,2913,25523.28,180.18,6234000,1086000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,295,1.45,1.55,1.2,1.4,1.25,1.4,604,5370.22,24.82,2304000,381000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,300,1.25,1.25,0.85,1,0.9,1,3139,28342.3,91.3,8637000,447000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,305,0.7,0.8,0.6,0.75,0.7,0.75,438,4017.11,9.41,3330000,-108000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,310,0.55,0.65,0.45,0.6,0.6,0.6,2896,26982.4,49.6,8958000,2328000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,315,0.35,0.5,0.35,0.5,0.45,0.5,253,2394.18,3.33,3642000,-81000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,320,0.35,0.4,0.3,0.4,0.4,0.4,927,8909.15,9.95,9420000,-153000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,325,0.3,0.35,0.25,0.35,0.35,0.35,86,839.22,0.72,1998000,-69000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,330,0.25,0.3,0.2,0.25,0.25,0.25,216,2140,1.6,3408000,-147000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,335,0.3,0.35,0.2,0.25,0.25,0.25,27,271.56,0.21,738000,6000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,340,0.2,0.2,0.15,0.2,0.2,0.2,101,1030.75,0.55,2862000,-114000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,345,0.15,0.2,0.15,0.2,0.2,0.2,14,144.97,0.07,450000,-39000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,350,0.15,0.2,0.15,0.2,0.15,0.2,154,1617.75,0.75,2298000,-198000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,355,0.1,0.15,0.1,0.15,0.15,0.15,8,85.23,0.03,192000,-6000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,360,0.1,0.15,0.1,0.15,0.1,0.15,32,345.7,0.1,978000,-57000,279.4
SBIN,18-Aug-17,31-Aug-17,CE,195,0,0,0,98.65,0,84.15,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,190,0,0,0,0.1,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,365,0,0,0,71.8,0,85.5,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,200,0,0,0,0.25,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,205,0,0,0,0.35,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,210,0,0,0,0.45,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,215,0,0,0,0.65,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,220,0,0,0,0.9,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,225,0,0,0,1.25,0,0,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,230,0.25,0.25,0.05,0.05,0.05,0.05,15,103.56,0.06,72000,12000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,235,0,0,0,0.25,0.25,0.05,0,0,0,12000,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,240,0.35,0.35,0.25,0.25,0.25,0.25,51,367.63,0.43,408000,-30000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,245,0.5,0.5,0.3,0.3,0.3,0.3,35,257.68,0.43,186000,15000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,250,0.6,0.65,0.4,0.4,0.4,0.4,374,2811.09,6.09,1524000,144000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,255,0.85,0.9,0.6,0.65,0.6,0.65,225,1726.53,5.28,621000,150000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,260,1.6,1.6,0.9,0.95,0.95,0.95,571,4473.98,20.18,1776000,-12000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,265,1.9,2.05,1.4,1.45,1.4,1.45,426,3409.67,22.97,978000,3000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,270,2.8,3.55,2.1,2.3,2.25,2.3,1798,14711.65,147.85,2361000,-33000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,275,4.1,5.1,3.35,3.6,3.7,3.6,1591,13325.56,199.81,1809000,39000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,280,7,7.6,5.35,5.75,5.95,5.75,1555,13367.42,305.42,3192000,-345000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,285,9.4,10.95,8.25,8.75,9.15,8.75,192,1698.05,56.45,1629000,-141000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,290,14.45,14.7,12,12.55,12.25,12.55,93,846.49,37.39,2151000,-36000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,295,18.7,18.7,16.2,16.2,16.2,16.2,11,103.14,5.79,948000,-24000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,300,23,23.6,20.85,21.65,21.8,21.65,48,464.16,32.16,3492000,-12000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,305,27.45,28.25,27.45,28.25,28.25,28.25,3,29.94,2.49,558000,-3000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,310,32,33.1,31.1,31.2,31.3,31.2,7,71.81,6.71,1344000,-3000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,315,0,0,0,32.3,32.3,35.95,0,0,0,285000,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,320,42.25,43.25,41.1,43.25,43.25,43.25,7,76.04,8.84,183000,-3000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,325,0,0,0,45.2,45.2,45.7,0,0,0,12000,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,330,54.8,54.8,51.55,51.55,51.55,51.55,10,115.16,16.16,57000,-21000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,335,58.95,58.95,58.95,58.95,58.95,58.95,10,118.19,17.69,21000,-9000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,340,0,0,0,56.75,56.75,60.6,0,0,0,45000,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,345,0,0,0,41,41,65.55,0,0,0,12000,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,350,72,72,72,72,72,72,1,12.66,2.16,42000,-3000,279.4
SBIN,18-Aug-17,31-Aug-17,PE,355,0,0,0,63.05,0,75.55,0,0,0,0,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,360,0,0,0,54.9,54.9,80.5,0,0,0,240000,0,279.4
SBIN,18-Aug-17,31-Aug-17,PE,195,0,0,0,0.15,0,0,0,0,0,0,0,279.4
SBIN,21-Aug-17,31-Aug-17,CE,190,0,0,0,106,106,85,0,0,0,3000,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,365,0.05,0.05,0.05,0.05,0.05,0.05,8,87.61,0.01,141000,-24000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,200,0,0,0,96.9,96.9,75,0,0,0,9000,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,205,0,0,0,89,0,70,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,210,0,0,0,92,92,65.05,0,0,0,3000,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,215,0,0,0,79.5,0,60.05,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,220,0,0,0,74.85,0,55.05,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,225,0,0,0,70.25,0,50.05,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,230,0,0,0,49.05,49.6,45.05,0,0,0,72000,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,235,0,0,0,61.35,0,40.1,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,240,0,0,0,57.1,0,35.15,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,245,0,0,0,52.9,0,30.25,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,250,30.95,30.95,25,25,25,25,4,33.24,3.24,27000,-9000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,255,0,0,0,45.05,0,20.85,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,260,20.45,20.45,20.45,20.45,20.45,20.45,1,8.41,0.61,21000,-3000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,265,0,0,0,21.35,21.35,12.7,0,0,0,3000,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,270,11.95,12.3,6.9,7.65,7.75,7.65,204,1710.46,58.06,312000,-9000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,275,8,8.6,4.15,4.6,4.75,4.6,397,3343.17,67.92,876000,378000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,280,5.15,5.45,2.5,2.8,2.8,2.8,3088,26317,377.8,3924000,849000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,285,3,3.3,1.65,1.75,1.8,1.75,1977,17043.18,139.83,3381000,714000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,290,1.95,2.05,1.05,1.15,1.1,1.15,3989,34876.54,172.24,6771000,537000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,295,1.3,1.3,0.75,0.8,0.75,0.8,721,6402.05,21.2,2577000,273000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,300,0.85,0.95,0.55,0.6,0.55,0.6,2969,26786.94,65.94,8196000,-441000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,305,0.7,0.7,0.45,0.5,0.45,0.5,514,4711.38,8.28,3303000,-27000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,310,0.5,0.55,0.35,0.4,0.4,0.4,863,8037.22,11.32,8622000,-336000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,315,0.4,0.45,0.3,0.35,0.3,0.35,269,2544.89,2.84,3579000,-63000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,320,0.35,0.35,0.25,0.25,0.25,0.25,766,7360.39,6.79,8988000,-432000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,325,0.3,0.3,0.2,0.25,0.25,0.25,84,819.66,0.66,1995000,-3000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,330,0.25,0.25,0.2,0.25,0.25,0.25,89,881.67,0.57,3330000,-78000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,335,0.25,0.25,0.2,0.2,0.2,0.2,31,311.74,0.19,687000,-51000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,340,0.15,0.2,0.1,0.15,0.15,0.15,76,775.54,0.34,2784000,-78000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,345,0.15,0.15,0.15,0.15,0.15,0.15,25,258.86,0.11,432000,-18000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,350,0.15,0.15,0.1,0.15,0.15,0.15,74,777.26,0.26,2118000,-180000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,355,0.05,0.05,0.05,0.05,0.05,0.05,1,10.65,0,192000,0,275.15
SBIN,21-Aug-17,31-Aug-17,CE,360,0.05,0.05,0.05,0.05,0.05,0.05,8,86.41,0.01,963000,-15000,275.15
SBIN,21-Aug-17,31-Aug-17,CE,195,0,0,0,98.65,0,80,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,190,0,0,0,0.1,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,365,0,0,0,71.8,0,89.75,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,200,0,0,0,0.25,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,205,0,0,0,0.35,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,210,0,0,0,0.45,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,215,0,0,0,0.65,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,220,0,0,0,0.9,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,225,0,0,0,1.25,0,0,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,230,0.05,0.1,0.05,0.1,0.1,0.1,4,27.61,0.01,66000,-6000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,235,0,0,0,0.25,0.25,0.05,0,0,0,12000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,240,0.2,0.2,0.15,0.2,0.2,0.2,33,237.78,0.18,372000,-36000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,245,0.25,0.3,0.2,0.25,0.25,0.25,48,353.15,0.35,171000,-15000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,250,0.35,0.4,0.25,0.3,0.35,0.3,298,2237.94,2.94,1296000,-228000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,255,0.55,0.6,0.4,0.5,0.5,0.5,119,912.15,1.8,627000,6000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,260,0.85,0.95,0.65,0.85,0.8,0.85,783,6125.93,18.53,2019000,243000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,265,1.45,1.55,0.95,1.35,1.35,1.35,1281,10227.25,43.3,2679000,1701000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,270,2.25,3,1.7,2.6,2.6,2.6,2198,17945.48,141.68,3354000,993000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,275,3.5,5.1,2.7,4.55,4.4,4.55,2029,16950.58,211.33,1764000,-45000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,280,5.25,8.45,4.5,7.5,7.55,7.5,1451,12447.02,258.62,3225000,33000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,285,8.5,12.95,7.85,11.95,11.7,11.95,172,1522.5,51.9,1464000,-165000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,290,11.8,17,11.6,15.75,15.55,15.75,113,1031,47.9,1962000,-189000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,295,16.4,20.35,16.4,20.3,20.35,20.3,8,75.16,4.36,939000,-9000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,300,21.55,26,20,25.25,26,25.25,94,910.37,64.37,3438000,-54000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,305,25.75,30,25.5,30,30,30,12,119.57,9.77,528000,-30000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,310,31.05,36,30.15,36,36,36,10,102.59,9.59,1344000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,315,34.85,37.3,34.85,37.3,37.3,37.3,2,21.06,2.16,285000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,320,40.8,43.45,40.8,43.45,43.45,43.45,2,21.73,2.53,180000,-3000,275.15
SBIN,21-Aug-17,31-Aug-17,PE,325,0,0,0,45.2,45.2,49.85,0,0,0,12000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,330,0,0,0,51.55,51.55,54.8,0,0,0,57000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,335,0,0,0,58.95,58.95,59.8,0,0,0,21000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,340,0,0,0,56.75,56.75,64.8,0,0,0,45000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,345,0,0,0,41,41,69.8,0,0,0,12000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,350,0,0,0,72,72,74.75,0,0,0,42000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,355,0,0,0,63.05,0,79.75,0,0,0,0,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,360,0,0,0,54.9,54.9,84.75,0,0,0,240000,0,275.15
SBIN,21-Aug-17,31-Aug-17,PE,195,0,0,0,0.15,0,0,0,0,0,0,0,275.15
SBIN,22-Aug-17,31-Aug-17,CE,190,0,0,0,106,106,84.2,0,0,0,3000,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,365,0.05,0.05,0.05,0.05,0.05,0.05,8,87.61,0.01,117000,-24000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,200,0,0,0,96.9,96.9,74.25,0,0,0,9000,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,205,0,0,0,89,0,69.25,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,210,0,0,0,92,92,64.25,0,0,0,3000,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,215,0,0,0,79.5,0,59.25,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,220,0,0,0,74.85,0,54.25,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,225,0,0,0,70.25,0,49.25,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,230,44.1,44.1,44.1,44.1,44.1,44.1,1,8.22,1.32,69000,-3000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,235,0,0,0,61.35,0,39.3,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,240,0,0,0,57.1,0,34.3,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,245,0,0,0,52.9,0,29.4,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,250,23.6,24.5,23.6,24.5,24.5,24.5,2,16.44,1.44,27000,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,255,0,0,0,45.05,0,19.9,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,260,15.75,16.15,13.05,16.15,16.15,16.15,6,49.45,2.65,21000,0,274.55
SBIN,22-Aug-17,31-Aug-17,CE,265,12.25,12.65,9.75,10.8,10.8,10.8,20,165.27,6.27,24000,21000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,270,8.85,9.05,5.5,6.65,6.9,6.65,462,3834.9,92.7,630000,318000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,275,5.35,5.6,3.1,3.75,3.75,3.75,4158,34754.91,451.41,1407000,531000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,280,3,3.45,1.65,2,2.05,2,5407,45747.34,328.54,4806000,882000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,285,1.75,2.25,0.9,1.05,1.1,1.05,3400,29187.29,117.29,2907000,-474000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,290,1.25,1.25,0.55,0.65,0.65,0.65,6926,60405.36,149.16,5682000,-1089000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,295,0.8,0.85,0.3,0.35,0.3,0.35,1156,10245.65,15.05,2367000,-210000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,300,0.65,0.65,0.3,0.35,0.35,0.35,3617,32594.88,41.88,7938000,-258000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,305,0.4,0.45,0.2,0.25,0.25,0.25,470,4304.43,3.93,3189000,-114000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,310,0.35,0.35,0.15,0.2,0.2,0.2,2514,23397.2,17,5769000,-2853000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,315,0.45,0.45,0.15,0.2,0.15,0.2,484,4577.04,3.24,3576000,-3000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,320,0.3,0.3,0.15,0.2,0.15,0.2,512,4918.25,3.05,8778000,-210000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,325,0.25,0.25,0.15,0.15,0.15,0.15,166,1619.39,0.89,1737000,-258000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,330,0.25,0.25,0.15,0.15,0.15,0.15,211,2089.96,1.06,3042000,-288000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,335,0.2,0.2,0.15,0.15,0.15,0.15,30,301.64,0.14,657000,-30000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,340,0.15,0.15,0.1,0.1,0.1,0.1,70,714.26,0.26,2691000,-93000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,345,0.1,0.1,0.1,0.1,0.1,0.1,9,93.18,0.03,405000,-27000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,350,0.15,0.15,0.1,0.1,0.15,0.1,96,1008.3,0.3,1914000,-204000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,355,0.1,0.1,0.05,0.05,0.05,0.05,6,63.91,0.01,180000,-12000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,360,0.05,0.1,0.05,0.1,0.1,0.1,13,140.42,0.02,924000,-39000,274.55
SBIN,22-Aug-17,31-Aug-17,CE,195,0,0,0,98.65,0,79.2,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,190,0,0,0,0.1,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,365,0,0,0,71.8,0,90.55,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,200,0,0,0,0.25,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,205,0,0,0,0.35,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,210,0,0,0,0.45,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,215,0,0,0,0.65,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,220,0,0,0,0.9,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,225,0,0,0,1.25,0,0,0,0,0,0,0,274.55
SBIN,22-Aug-17,31-Aug-17,PE,230,0.1,0.1,0.1,0.1,0.1,0.1,1,6.9,0,63000,-3000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,235,0.1,0.1,0.1,0.1,0.1,0.1,4,28.21,0.01,0,-12000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,240,0.2,0.3,0.15,0.15,0.15,0.15,19,136.91,0.11,348000,-24000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,245,0.2,0.35,0.2,0.2,0.2,0.2,25,183.93,0.18,132000,-39000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,250,0.55,0.55,0.25,0.3,0.3,0.3,246,1847.55,2.55,1260000,-36000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,255,0.35,0.75,0.35,0.45,0.45,0.45,268,2054.57,4.37,522000,-105000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,260,0.6,1.2,0.6,0.75,0.65,0.75,934,7308.6,23.4,2094000,75000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,265,0.9,2,0.9,1.15,1.05,1.15,2547,20352.22,103.57,2655000,-24000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,270,2,3.75,1.8,2.3,2.05,2.3,5407,44217.21,420.51,3345000,-9000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,275,3.25,6.25,3,4.2,3.95,4.2,1848,15499.89,253.89,1716000,-48000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,280,6,9.65,5.7,7.45,7,7.45,625,5398.88,148.88,2916000,-309000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,285,10.6,14.2,9.45,11.75,11.3,11.75,89,793.71,32.76,1476000,12000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,290,14.2,18.5,13.95,16.3,15.8,16.3,127,1166.21,61.31,1863000,-99000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,295,21.6,23,20.7,20.85,20.85,20.85,21,199.59,13.74,921000,-18000,274.55
SBIN,22-Aug-17,31-Aug-17,PE,300,23.05,28.5,23,25.8,25.05,25.8,119,1163.81,92.81,3294000,-144000,274.55
