Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,futures_price
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25200,779.05,840,770,818.75,799.3,818.75,55,572.34,17.94,3320,440,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25300,810.1,930,810.1,906.25,882.5,906.25,22,230.21,7.57,1160,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25400,887.35,1033.25,887.35,1033.25,1033.25,1033.25,4,42.19,1.55,0,-40,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25500,1074.75,1177.45,1036.3,1101.65,1105.75,1101.65,195,2074.78,85.78,237760,-480,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25600,0,0,0,871.4,871.4,1253.55,0,0,0,40,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25700,0,0,0,766.9,0,1352.5,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25800,0,0,0,1040,1040,1451.8,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,25900,0,0,0,892.95,0,1551.3,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26000,1521.85,1667.3,1521.85,1605.3,1605.3,1605.3,17,187.62,10.82,6720,160,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26100,0,0,0,1028.8,0,1750.75,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26200,0,0,0,1100.25,0,1850.55,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26300,0,0,0,1175,0,1950.35,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26400,0,0,0,1249.75,0,2050.2,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26500,2020,2131.2,2020,2110.4,2089,2110.4,27,308.8,22.6,29560,120,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,26600,0,0,0,1301.55,0,2249.9,0,0,0,0,0,24364.35
BANKNIFTY,18-Oct-17,26-Oct-17,PE,22300,3.95,3.95,1.55,2.65,2.7,2.65,168,1498.71,0.15,60240,-1080,24364.35
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22200,1700,1700,1700,1700,1700,1700,1,9.56,0.68,35080,-40,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26700,3.95,3.95,0.15,0.5,0.7,0.5,5015,53561.2,1,4920,640,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22400,0,0,0,1941.05,0,1636.65,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22500,0,0,0,1846.9,1846.9,1536.85,0,0,0,37400,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22600,0,0,0,1984.3,0,1437.15,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22700,0,0,0,1896.5,0,1337.55,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22800,0,0,0,1957.3,0,1238.25,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22900,0,0,0,1870.45,0,1139.4,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23000,1180,1180,895,953.1,908.05,953.1,67,642.27,25.87,45760,400,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23100,0,0,0,1658,1658,944.1,0,0,0,560,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23200,947.9,947.9,947.9,947.9,947.9,947.9,1,9.66,0.38,1280,40,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23300,0,0,0,1097.9,1097.9,754.95,0,0,0,40,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23400,849.95,849.95,849.95,849.95,849.95,849.95,1,9.7,0.34,200,40,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23500,773.1,773.1,461.05,490.7,474,490.7,279,2680.16,57.56,182880,-2120,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23600,481.35,498.05,263.8,379.8,412,379.8,82,786.54,12.46,4040,3040,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23700,536.1,536.1,311.2,337.15,311.2,337.15,36,346.27,4.99,4120,640,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23800,517.8,517.8,235,263.75,246.95,263.75,221,2128.23,24.31,8800,2960,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,23900,376.25,376.25,180,203.9,180,203.9,2303,22207.3,190.62,54920,45640,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24000,340.05,352.1,135,159.65,135,159.65,14696,142075.22,993.62,471240,225600,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24100,275.05,275.05,92.1,116.65,93.25,116.65,11772,114089.44,607.36,163440,147760,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24200,225,234.25,60.65,84.2,63.5,84.2,23812,231502.27,1002.11,297000,210040,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24300,147.55,180,41.2,59.95,42.5,59.95,28198,274999.12,914.56,319160,163600,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24400,122.8,131.7,27.15,39.45,28,39.45,33757,330227.42,759.1,457760,206760,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24500,75.9,88.8,15.65,24.75,16.15,24.75,60414,592952.41,895.21,1363520,494520,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24600,79.9,79.9,9,16,11,16,28095,276720.4,265.6,405160,180080,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24700,39.85,39.9,7,10.9,7.25,10.9,32800,324273.57,209.57,513440,174320,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24800,30,30,6.35,7.95,7,7.95,26443,262430.61,116.05,449160,66760,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,24900,19.8,19.8,5.5,6.45,6.1,6.45,11907,118632.34,38.62,172640,-2600,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25000,14.05,15,4.5,5.7,5.4,5.7,36618,366277.64,97.64,1686360,97600,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25100,10.8,10.8,4.6,4.9,5.95,4.9,4254,42719.44,9.28,132280,-11280,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25200,8,8,3.35,4.4,4.3,4.4,3887,39188.08,7.12,173160,-15920,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25300,6.15,6.15,2.1,3.6,4,3.6,2385,24139.47,3.27,90040,8400,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25400,5.4,5.5,2,2.95,3.35,2.95,740,7519.33,0.93,43320,-3720,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25500,4.15,4.15,2.25,2.85,3.05,2.85,2959,30185.15,3.35,555200,-36040,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25600,4,4,2.3,2.75,2.85,2.75,366,3748.28,0.44,50920,4400,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25700,2.9,2.9,1.85,2.5,2.5,2.5,125,1285.12,0.12,25800,-840,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25800,2.15,2.55,1.3,2.3,2.25,2.3,290,2993.06,0.26,13840,-1520,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,25900,0,0,0,5.85,5.85,0.05,0,0,0,400,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26000,1.15,1.7,1.15,1.45,1.3,1.45,261,2714.55,0.15,170480,-3640,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26100,0,0,0,7.25,7.25,0.05,0,0,0,80,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26200,0,0,0,0.3,0.3,0,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26300,0,0,0,214.4,0,0,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26400,0,0,0,190.7,0,0,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26500,1,1.4,0.7,0.7,0.7,0.7,6,63.6,0,34240,120,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,26600,0,0,0,208.5,0,0,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,CE,22300,1908.35,1910.9,1600,1704.8,1609.9,1704.8,274,2640.65,196.57,59440,-3520,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22200,3.8,5.2,1.05,4.2,4.95,4.2,523,4645.02,0.78,59680,9000,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26700,0,0,0,2293.25,2325.1,2658.35,0,0,0,3920,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22400,5,6.9,5,5.85,5,5.85,47,421.23,0.11,10640,1360,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22500,3.75,9.95,3.75,7.55,9.9,7.55,2769,24927.86,6.86,186200,31400,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22600,3.8,12.4,3.8,8.85,8.35,8.85,104,940.53,0.37,6000,2360,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22700,0,0,0,3.85,3.85,0.65,0,0,0,4400,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22800,6.5,17,6.5,13.55,13,13.55,223,2034.96,1.2,23440,6120,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22900,8,24.9,8,16.3,19,16.3,374,3427.97,2.13,17840,6000,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23000,9,32.95,8,23.8,26.65,23.8,13860,127629.94,117.94,706160,186200,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23100,10.5,37.95,9,27.1,29,27.1,1905,17620.02,17.82,30720,15360,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23200,13.55,42.75,11.5,33.35,40,33.35,3345,31082.52,40.92,94960,60680,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23300,10.35,60,10.2,45.9,54,45.9,3649,34065.6,56.92,68920,41320,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23400,18.5,79.9,17,59.1,70.9,59.1,5087,47713.38,99.06,79400,39240,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23500,26.35,93.8,22,75.2,91,75.2,30233,284955.83,765.63,932880,-45160,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23600,27.2,118,23,96.25,114.05,96.25,13710,129891.75,469.35,85760,37640,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23700,40,142.9,33,117.8,136.9,117.8,14564,138662.45,595.73,94800,20560,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23800,46,172.95,46,142.3,169.55,142.3,21707,207708.7,1058.06,160880,46320,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,23900,63,212.8,62.05,175.05,200.15,175.05,21139,203301.6,1212.76,117240,8760,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24000,90.35,257.4,76,209.95,254.85,209.95,56668,547943.32,3930.52,1448520,-60680,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24100,101,309.9,100,235.5,305,235.5,21882,212642.31,1699.83,176360,37560,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24200,98.1,369.75,98.1,295,366,295,17340,169461.09,1609.89,130360,-13200,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24300,159.95,449.6,150,369.15,439,369.15,8534,83921.95,971.47,141800,-39080,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24400,191.15,528.65,191.1,462.45,517.1,462.45,5849,57985.2,898.96,171280,-37760,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24500,244.35,620,244.35,565.05,610,565.05,12090,120978.3,2496.3,1719800,73200,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24600,346.05,710.8,280.95,622.35,698,622.35,1429,14368.26,306.9,105800,-3800,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24700,446.75,800,445.95,733.9,800,733.9,1083,10974.29,274.25,120160,-18360,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24800,520.85,900,520.85,806.05,886.1,806.05,539,5493.82,146.94,42480,-13960,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,24900,651.1,980,645,900.4,980,900.4,26,266.96,8,7720,80,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25000,710.5,1107.45,710.5,983.2,1100,983.2,975,10097.57,347.57,296440,-18160,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25100,0,0,0,664.4,664.4,1064.85,0,0,0,3080,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25200,0,0,0,818.75,799.3,1162.95,0,0,0,3320,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25300,1250,1250,1250,1250,1250,1250,1,10.62,0.5,1160,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25400,0,0,0,1033.25,1033.25,1360.85,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25500,1255,1575,1255,1463.35,1575,1463.35,6,64.51,3.31,237840,80,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25600,0,0,0,871.4,871.4,1559.95,0,0,0,40,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25700,0,0,0,766.9,0,1659.7,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25800,0,0,0,1040,1040,1759.5,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,25900,0,0,0,892.95,0,1859.35,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26000,0,0,0,1605.3,1605.3,1959.2,0,0,0,6720,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26100,0,0,0,1028.8,0,2059.05,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26200,0,0,0,1100.25,0,2158.95,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26300,0,0,0,1175,0,2258.8,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26400,0,0,0,1249.75,0,2358.7,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26500,2328.15,2328.15,2328.15,2328.15,2328.15,2328.15,1,11.53,0.93,29560,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,26600,0,0,0,1301.55,0,2558.45,0,0,0,0,0,23972.5
BANKNIFTY,19-Oct-17,26-Oct-17,PE,22300,4.5,6.25,3.15,5.15,6.25,5.15,406,3622.26,0.74,65360,5120,23972.5
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22200,1815.35,1909,1716.5,1893,1909,1893,86,826.92,63.24,32760,-2320,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26700,2.9,2.9,0.25,0.45,0.45,0.45,33182,354390.23,6.47,5040,120,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22400,0,0,0,1941.05,0,1700.4,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22500,1520,1605,1485,1599.75,1600,1599.75,150,1443.82,93.82,32600,-4800,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22600,0,0,0,1984.3,0,1500.55,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22700,0,0,0,1896.5,0,1400.6,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22800,0,0,0,1957.3,0,1300.65,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22900,0,0,0,1870.45,0,1200.7,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23000,953.7,1155,911.95,1109.8,1155,1109.8,326,3134.04,134.84,39760,-6000,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23100,0,0,0,1658,1658,1000.9,0,0,0,560,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23200,0,0,0,947.9,947.9,901.15,0,0,0,1280,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23300,0,0,0,1097.9,1097.9,801.65,0,0,0,40,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23400,620.05,746.3,517.2,683,683,683,21,201.91,5.35,400,200,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23500,537.05,676.75,470.1,625.7,668,625.7,638,6141.39,144.19,179080,-3800,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23600,429.9,586.55,399.15,537.6,586.55,537.6,169,1627.5,32.14,5040,1000,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23700,371.15,496.3,306.4,453.15,464.55,453.15,381,3673.65,61.77,4840,720,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23800,294.8,416.65,242.05,368.5,407.55,368.5,4436,42792.84,562.12,33520,24720,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,23900,233.95,337.7,186.85,294.25,324,294.25,14422,139352.77,1478.45,56320,1400,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24000,171.9,269.35,139.3,229.25,255,229.25,99783,965775.66,7858.86,532960,61720,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24100,120.05,202.3,94.9,167.15,187.4,167.15,113451,1100302.1,6634.46,250480,87040,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24200,86.15,147.75,68,117.2,132,117.2,178620,1736483.67,7442.07,379880,82880,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24300,68.4,104.5,46,79.25,89.8,79.25,184851,1802081.38,5329.66,382440,63280,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24400,61.5,71.2,29.05,52.4,58.95,52.4,150441,1471193.36,2889.2,506320,48560,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24500,18,48,17.1,34.05,37.6,34.05,210266,2063268.29,2661.49,1346000,-17520,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24600,18,32,11.05,21.3,24.3,21.3,116362,1145945.39,943.31,393200,-11960,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24700,14.9,22.6,7.7,13.7,15.2,13.7,76724,758444.68,411.56,541320,27880,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24800,7.05,15.35,5.3,9.5,10.2,9.5,54261,538473.14,204.02,477960,28800,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,24900,6.5,11,3.7,6.25,6.4,6.25,26774,266736.47,67.43,210520,37880,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25000,6,8,2.25,4.35,4.3,4.35,50550,505595.92,95.92,1580440,-105920,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25100,4.8,7,2.2,3.3,3,3.3,7732,77640.05,10.77,116600,-15680,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25200,5,6,1.75,2.65,2.45,2.65,7018,70749.64,8.2,160320,-12840,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25300,2.55,4,1.7,2.05,2.5,2.05,2613,26446.02,2.46,74480,-15560,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25400,2.5,2.85,1,1.9,1.7,1.9,1476,14997.37,1.21,48600,5280,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25500,2.2,4.25,1.1,1.7,1.65,1.7,6506,66365.93,4.73,530360,-24840,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25600,1.05,2.05,1.05,1.65,1.45,1.65,1744,17859.79,1.23,44520,-6400,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25700,2,2.5,1.3,1.6,1.7,1.6,422,4338.43,0.27,24840,-960,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25800,0.25,1.5,0.25,0.55,0.55,0.55,188,1940.25,0.09,10080,-3760,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,25900,0,0,0,5.85,5.85,0,0,0,0,400,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26000,1.2,1.45,0.75,1.1,1,1.1,1390,14456.58,0.58,157560,-12920,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26100,0,0,0,7.25,7.25,0,0,0,0,80,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26200,0,0,0,0.3,0.3,0,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26300,0,0,0,214.4,0,0,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26400,0,0,0,190.7,0,0,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26500,0.9,0.9,0.35,0.5,0.5,0.5,29,307.41,0.01,33760,-480,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,26600,0,0,0,208.5,0,0,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,CE,22300,1780,1800,1610.75,1795,1790,1795,754,7238.06,512.38,37040,-22400,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22200,2.8,2.8,1.65,2.05,2,2.05,713,6332.04,0.6,55560,-4120,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,26700,2588.25,2588.25,2566.25,2566.25,2566.25,2566.25,3,35.13,3.09,3800,-120,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22400,3,4.5,2.3,2.7,2.5,2.7,174,1559.27,0.23,9280,-1360,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22500,4.55,5.5,2.5,3.05,2.7,3.05,8081,72739.58,10.58,272160,85960,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22600,5.85,5.85,2.25,3.1,2.25,3.1,1476,13345.23,2.19,45120,39120,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22700,3.65,6.35,3.25,3.65,3.25,3.65,980,8899.84,1.44,32680,28280,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22800,10.55,10.55,3.65,4.25,3.75,4.25,2184,19922.79,4.71,35120,11680,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,22900,13.3,14.5,2,4.95,4.25,4.95,2515,23044.35,6.95,29040,11200,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23000,20.05,20.05,4.75,6.35,5.75,6.35,40811,375609.93,148.73,677880,-28280,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23100,19.1,35,1.95,7.55,7.4,7.55,17919,165651.65,80.09,76760,46040,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23200,22,32,6.5,9.6,9,9.6,39109,363160.48,228.96,164200,69240,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23300,45,45,10.35,12.85,11.75,12.85,45169,421339.88,364.8,115520,46600,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23400,56.6,56.6,15,17.7,15.85,17.7,53132,497879.4,563.88,146200,66800,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23500,70.75,75,20.3,24.75,20.3,24.75,145456,1369626.53,2340.13,1035240,102360,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23600,88.95,94.95,27,34.05,27.55,34.05,95623,904733.25,2052.13,198720,112960,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23700,100.05,122.5,37,46.6,38.4,46.6,104859,997053.82,2990.5,215280,120480,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23800,105.85,155,50,63.8,50.7,63.8,140031,1338284.89,5189.77,286880,126000,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,23900,122.1,195.5,62.2,85.55,67.45,85.55,102325,983136.46,4909.46,228160,110920,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24000,195.1,243.95,89.9,115.15,95,115.15,156261,1509819.85,9714.25,1408400,-40120,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24100,222.4,297.55,117.95,147.7,121,147.7,53580,520703.25,4192.05,234920,58560,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24200,240.3,365.35,152.25,196.35,163.5,196.35,24564,240223.06,2443.54,150960,20600,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24300,300.3,434.65,211.6,252.35,214.1,252.35,11062,108914.36,1391.72,134360,-7440,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24400,403.75,524.55,283.05,322.05,283.05,322.05,6739,66834.9,1062.26,160200,-11080,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24500,508.85,607.15,357.1,403.25,357.1,403.25,21982,219580.52,4156.92,1382360,-337440,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24600,599.95,688.25,438.05,483.8,438.05,483.8,1978,19898.73,435.21,65400,-40400,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24700,728.05,793.3,545.45,583.1,559,583.1,2325,23575.72,604.72,63320,-56840,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24800,820,882.35,622.5,669.55,666.45,669.55,448,4584.65,140.49,39080,-3400,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,24900,880,976.3,750.05,768.15,763,768.15,78,803.76,26.88,6520,-1200,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25000,981,1095.95,840.05,882.2,840.05,882.2,1227,12742.3,472.3,290720,-5720,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25100,908.35,1070.85,908.3,1000,1000,1000,10,104.46,4.06,2840,-240,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25200,1201.35,1298.15,1099.8,1144.65,1144.65,1144.65,57,601.15,26.59,3160,-160,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25300,1125,1125,1125,1125,1125,1125,2,21.14,0.9,1120,-40,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25400,0,0,0,1033.25,1033.25,1298.1,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25500,1349.15,1571.1,1086,1367.45,1361.7,1367.45,478,5153.48,277.88,233480,-4360,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25600,0,0,0,871.4,871.4,1497.95,0,0,0,40,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25700,0,0,0,766.9,0,1597.9,0,0,0,0,0,24123.35
BANKNIFTY,23-Oct-17,26-Oct-17,PE,25800,0,0,0,1040,1040,1697.85,0,0,0,0,0,24123.35
